Order;MS Zoning;Lot Frontage;Lot Area;Land Contour;Land Slope;Overall Qual;Year Built;Year Remod/Add;Mas Vnr Type;Exter Qual;Bsmt Cond;Total Bsmt SF;Heating QC;Central Air;Full Bath;Half Bath;Bedroom AbvGr;Kitchen AbvGr;Kitchen Qual;TotRms AbvGrd;Garage Cars;Garage Area;Garage Cond;Pool Area;Pool QC;Mo Sold;Yr Sold;SalePrice
830;RL;64;7314;Lvl;Gtl;7;2007;2007;Stone;Gd;TA;1232;Ex;Y;2;0;2;1;Gd;6;2;632;TA;0;Sp;2;2009;194500
831;RL;78;11645;Lvl;Gtl;8;2005;2006;Stone;Gd;TA;1498;Ex;Y;2;0;3;1;Gd;7;3;844;TA;0;Sp;3;2009;237000
832;RL;79;11646;Lvl;Gtl;6;2005;2006;None;Gd;TA;704;Ex;Y;2;1;3;1;Gd;7;2;440;TA;0;Sp;7;2009;173000
833;RL;;12800;Low;Mod;7;1989;1989;BrkFace;Gd;TA;1518;Gd;Y;2;0;2;1;Gd;5;2;569;TA;0;Sp;8;2009;275000
834;RL;;16698;HLS;Mod;7;1992;1993;None;Gd;TA;1449;Gd;Y;2;1;3;1;Gd;7;2;525;TA;0;Sp;6;2009;233500
835;RL;;28698;Low;Sev;5;1967;1967;None;TA;Gd;1013;TA;Y;2;1;3;1;TA;7;2;538;TA;0;Sp;6;2009;185000
836;RL;82;12464;Low;Mod;5;1996;1996;None;TA;TA;1040;Gd;Y;1;0;3;1;Gd;6;2;576;TA;0;Sp;11;2009;152000
837;RL;65;9757;Low;Mod;5;1994;1994;None;TA;TA;990;Ex;Y;1;0;3;1;TA;5;1;440;TA;0;Sp;10;2009;143000
838;RL;65;15426;Lvl;Gtl;6;1997;1997;None;TA;TA;928;Ex;Y;2;1;3;1;Gd;7;2;470;TA;0;Sp;8;2009;231500
839;RL;43;10667;Lvl;Gtl;7;1996;1996;None;Gd;TA;799;Ex;Y;2;1;3;1;Gd;6;2;550;TA;0;Sp;4;2009;212000
840;RL;65;14753;Low;Gtl;7;1998;1998;None;TA;TA;1463;Ex;Y;2;0;3;1;TA;5;2;539;TA;0;Sp;12;2009;207000
841;RL;112;10859;Lvl;Gtl;5;1994;1995;None;TA;TA;1097;Ex;Y;1;1;3;1;TA;6;2;672;TA;0;Sp;6;2009;145000
842;RL;60;8072;Lvl;Gtl;5;1994;1995;None;TA;Gd;990;Ex;Y;1;0;3;1;TA;5;2;480;TA;0;Sp;5;2009;138000
843;RL;80;10400;Lvl;Gtl;7;1998;1998;None;TA;TA;866;Ex;Y;2;1;3;1;Gd;6;2;546;TA;0;Sp;3;2009;197900
844;RL;78;10335;Lvl;Gtl;7;1999;1999;BrkFace;Gd;TA;1490;Ex;Y;2;0;3;1;Gd;6;2;577;TA;0;Sp;6;2009;204000
845;RL;68;9017;Lvl;Gtl;7;1999;1999;None;Gd;TA;1431;Ex;Y;2;0;3;1;Gd;6;2;666;TA;0;Sp;9;2009;192000
846;RL;70;8750;Lvl;Gtl;6;1998;1998;BrkFace;TA;TA;928;Ex;Y;2;1;3;1;TA;7;2;492;TA;0;Sp;4;2009;200000
847;RL;68;8935;Lvl;Gtl;7;2002;2002;BrkFace;Gd;TA;831;Ex;Y;2;1;3;1;Gd;7;2;493;TA;0;Sp;7;2009;195000
848;RL;67;9808;Lvl;Gtl;7;2002;2002;BrkFace;Gd;TA;1573;Ex;Y;2;0;3;1;Gd;6;2;544;TA;0;Sp;3;2009;227000
849;RL;79;12420;Lvl;Gtl;7;2001;2001;None;Gd;TA;944;Ex;Y;2;1;3;1;Gd;6;2;622;TA;0;Sp;6;2009;230000
850;RL;67;16285;Lvl;Gtl;7;2001;2002;None;Gd;TA;1413;Ex;Y;2;0;3;1;Gd;6;2;605;TA;0;Sp;6;2009;187100
851;RL;65;10739;Lvl;Gtl;7;2002;2001;BrkFace;Gd;TA;1431;Ex;Y;2;0;3;1;Gd;6;2;577;TA;0;Sp;4;2009;203000
852;RL;75;11166;Lvl;Gtl;7;2001;2001;BrkFace;Gd;TA;1492;Ex;Y;2;0;3;1;Gd;6;2;608;TA;0;Sp;7;2009;201000
853;RL;60;8430;HLS;Mod;5;1978;1978;BrkFace;TA;TA;1040;TA;Y;2;0;3;1;TA;5;0;0;Sg;0;Sp;8;2009;124000
854;RL;;16269;Lvl;Gtl;5;1978;1978;BrkFace;TA;TA;907;TA;Y;1;0;3;1;TA;5;1;343;TA;0;Sp;7;2009;140000
855;RL;76;6950;Lvl;Gtl;5;1979;1979;BrkFace;TA;TA;914;TA;Y;1;0;2;1;TA;5;2;444;TA;0;Sp;10;2009;134900
856;RL;61;8800;Lvl;Gtl;5;1977;2008;None;TA;TA;1040;TA;Y;2;0;3;1;Gd;5;2;484;TA;0;Sp;9;2009;150500
857;RL;;7000;Lvl;Gtl;5;1978;2005;BrkFace;Gd;TA;864;Ex;Y;1;0;3;1;TA;6;1;336;TA;0;Sp;7;2009;136500
858;RL;;9286;Lvl;Mod;5;1977;1989;None;TA;Gd;1268;TA;Y;1;1;3;1;Gd;5;1;252;TA;0;Sp;10;2009;143500
859;RL;36;15523;Lvl;Gtl;5;1972;1972;None;TA;TA;864;Ex;Y;1;0;3;1;TA;5;1;338;TA;0;Sp;8;2009;133500
860;RL;60;7200;Low;Gtl;5;1972;1972;None;TA;TA;894;TA;Y;1;0;2;1;TA;6;2;600;TA;0;Sp;9;2009;123000
861;RL;60;7200;Lvl;Gtl;5;1972;2003;None;TA;TA;768;Gd;Y;1;0;2;1;TA;5;1;396;TA;0;Sp;4;2009;133900
862;RL;70;8445;Lvl;Gtl;5;1972;2007;None;TA;TA;768;TA;Y;1;0;2;1;TA;5;2;396;TA;0;Sp;3;2009;133000
863;RL;90;11664;Lvl;Gtl;7;2002;2002;None;Gd;TA;1569;Ex;Y;2;0;3;1;Gd;6;3;1231;TA;0;Sp;9;2009;250000
864;RL;;12334;Lvl;Gtl;8;2003;2003;BrkFace;Gd;TA;1068;Ex;Y;2;1;4;1;Gd;8;2;570;TA;0;Sp;6;2009;254750
865;RL;;11838;Lvl;Gtl;8;2001;2001;None;Gd;TA;1753;Ex;Y;2;0;3;1;Ex;7;2;522;TA;0;Sp;6;2009;236500
866;RL;;11885;Lvl;Gtl;8;2001;2001;BrkFace;Gd;TA;1299;Ex;Y;2;1;3;1;Ex;7;2;531;TA;0;Sp;11;2009;261500
867;RL;;11050;Lvl;Gtl;9;2000;2000;BrkFace;Gd;TA;1440;Ex;Y;2;1;3;1;Ex;8;3;736;TA;0;Sp;5;2009;313000
868;RL;70;8749;Lvl;Gtl;7;2002;2002;;Gd;TA;840;Ex;Y;2;1;3;1;Gd;6;2;550;TA;0;Sp;11;2009;198500
869;RL;;11250;Lvl;Gtl;7;2001;2001;None;Gd;TA;944;Ex;Y;2;1;3;1;Gd;6;2;608;TA;0;Sp;5;2009;211000
870;RL;90;15750;Lvl;Gtl;8;1999;2000;BrkFace;Gd;TA;1462;Ex;Y;2;0;2;1;Gd;5;2;521;TA;0;Sp;6;2009;220000
871;RL;73;11883;Lvl;Gtl;7;1996;1996;BrkFace;Gd;TA;1504;Ex;Y;2;0;3;1;Gd;6;2;478;TA;0;Sp;6;2009;203000
872;RL;;12782;Lvl;Gtl;8;2002;2003;BrkFace;Gd;TA;1822;Ex;Y;2;0;3;1;Gd;7;2;523;TA;0;Sp;6;2009;279500
873;RL;70;8750;Lvl;Gtl;7;1997;1998;BrkFace;Gd;TA;1417;Ex;Y;2;0;3;1;Gd;7;2;511;TA;0;Sp;8;2009;210000
874;RL;;9375;Lvl;Gtl;7;1997;1998;BrkFace;TA;TA;1057;Ex;Y;2;1;3;1;Gd;8;2;645;TA;0;Sp;2;2009;219500
875;RL;70;8750;Lvl;Gtl;7;1996;1996;None;Gd;TA;880;Ex;Y;2;1;2;1;Gd;7;2;512;TA;0;Sp;7;2009;191000
876;RL;70;9100;Lvl;Gtl;7;2001;2001;None;Gd;TA;1212;Ex;Y;2;0;3;1;Gd;6;2;573;TA;0;Sp;6;2009;178000
877;RL;75;9750;Lvl;Gtl;7;2000;2001;BrkFace;Gd;TA;1630;Ex;Y;2;0;3;1;Gd;6;2;451;TA;0;Sp;10;2009;213000
878;RM;;4435;Lvl;Gtl;6;2003;2004;BrkFace;Gd;TA;848;Ex;Y;1;0;1;1;Gd;4;2;420;TA;0;Sp;6;2009;144000
879;RM;;4435;Lvl;Gtl;6;2003;2003;BrkFace;Gd;TA;848;Ex;Y;1;0;1;1;Gd;4;2;420;TA;0;Sp;5;2009;140000
880;RL;85;10200;Lvl;Gtl;8;2007;2007;BrkFace;Gd;TA;1578;Ex;Y;2;0;3;1;Gd;7;3;810;TA;0;Sp;1;2009;293200
881;RL;65;9313;Lvl;Gtl;7;2004;2004;None;Gd;TA;864;Ex;Y;2;1;3;1;Gd;7;2;572;TA;0;Sp;4;2009;190000
882;RL;63;8487;Lvl;Gtl;7;2004;2004;BrkFace;Gd;TA;1500;Ex;Y;2;0;3;1;Gd;6;2;570;TA;0;Sp;8;2009;190000
883;RL;64;8633;Lvl;Gtl;6;2005;2005;None;Gd;TA;738;Ex;Y;2;1;3;1;Gd;7;2;540;TA;0;Sp;2;2009;173500
884;RL;85;11069;Lvl;Gtl;6;2007;2007;None;Gd;TA;608;Ex;Y;2;1;3;1;Gd;6;2;440;TA;0;Sp;7;2009;170000
885;RL;67;8777;Lvl;Gtl;4;1949;2003;None;TA;Ss;0;Ex;Y;2;0;2;1;Gd;5;2;520;TA;0;Sp;5;2009;108000
886;RL;75;9937;Lvl;Gtl;5;1964;1999;None;TA;TA;1486;Ex;Y;1;0;3;1;TA;7;2;480;TA;0;Sp;3;2009;167000
887;RL;67;8877;Lvl;Mod;4;1938;1958;None;TA;TA;816;Ex;Y;1;0;2;1;TA;3;1;288;Fa;0;Sp;5;2009;100000
888;RL;64;7301;Lvl;Gtl;7;2003;2003;BrkFace;Gd;Ss;0;Ex;Y;3;0;4;1;Gd;7;2;672;TA;0;Sp;7;2009;198500
889;RL;75;7950;Bnk;Gtl;6;1977;1977;BrkFace;TA;TA;690;TA;Y;1;1;3;1;TA;6;2;440;TA;0;Sp;7;2009;159500
890;RL;80;10682;Lvl;Gtl;4;1960;1971;None;TA;TA;1014;TA;Y;1;0;3;1;TA;7;1;544;TA;0;Sp;7;2009;127000
891;RL;72;7200;Lvl;Gtl;6;1976;1976;BrkFace;TA;TA;1041;Ex;Y;1;0;3;1;TA;6;1;352;TA;0;Sp;10;2009;125000
892;RL;86;13286;Lvl;Gtl;9;2007;2008;Stone;Ex;TA;1698;Ex;Y;2;0;3;1;Ex;8;3;768;TA;0;Sp;2;2009;320000
893;RM;35;3675;Lvl;Gtl;6;2005;2006;BrkFace;TA;TA;547;Gd;Y;1;0;2;1;TA;5;2;525;TA;0;Sp;4;2009;145500
894;RL;50;9405;Lvl;Gtl;5;1947;2008;None;TA;TA;698;Ex;Y;1;0;2;1;TA;4;0;0;Sg;0;Sp;6;2009;118000
895;RL;64;6410;HLS;Mod;4;1959;1959;None;TA;TA;876;TA;Y;1;0;3;1;TA;5;1;320;TA;0;Sp;3;2009;85000
896;RL;70;11767;Lvl;Gtl;5;1950;1950;None;TA;TA;1078;TA;Y;1;0;3;1;TA;6;1;195;TA;0;Sp;6;2009;120000
897;RL;50;8405;Lvl;Gtl;4;1945;1950;None;TA;Ss;0;TA;N;2;0;4;1;TA;9;1;240;TA;0;Sp;4;2009;98000
898;RL;56;4060;Lvl;Gtl;5;1922;1950;None;TA;TA;864;Ex;Y;1;0;2;1;TA;4;0;0;Sg;0;Sp;7;2009;99900
899;RL;74;10206;Lvl;Gtl;3;1952;1952;None;TA;Ss;0;Fa;N;1;0;2;1;Fa;4;2;528;Fa;0;Sp;7;2009;82000
900;RL;65;10926;Lvl;Gtl;5;1959;1959;BrkFace;TA;TA;1678;TA;Y;2;0;6;2;TA;10;0;0;Sg;0;Sp;8;2009;119900
901;RL;70;11767;Lvl;Gtl;5;1956;1956;BrkFace;TA;TA;1150;Ex;Y;1;0;2;1;TA;7;1;313;TA;0;Sp;5;2009;103500
902;RL;;8926;Lvl;Gtl;4;1956;1956;None;TA;TA;672;Ex;Y;1;0;3;1;TA;5;1;288;TA;0;Sp;10;2009;112000
903;RL;67;12354;Lvl;Gtl;6;1920;2000;None;TA;Fa;684;Gd;Y;1;0;3;1;Gd;7;2;528;TA;0;Sp;8;2009;110000
904;RL;45;8212;Lvl;Gtl;5;1941;1950;None;TA;TA;720;Ex;Y;1;0;3;1;TA;6;1;256;TA;0;Sp;9;2009;122000
905;RL;60;10998;Lvl;Gtl;5;1941;1960;None;TA;TA;984;Ex;Y;2;0;3;1;TA;6;2;660;TA;0;Sp;7;2009;117000
906;RH;70;6300;Lvl;Gtl;5;1938;1950;BrkFace;TA;Fa;832;TA;Y;1;1;3;1;TA;7;1;250;TA;0;Sp;7;2009;160000
907;RH;55;4500;Bnk;Gtl;5;1932;2000;None;TA;TA;793;Ex;Y;1;0;3;1;TA;6;1;281;TA;0;Sp;7;2009;159434
908;RL;60;8400;Bnk;Gtl;2;1920;1950;None;TA;Fa;290;TA;N;1;0;1;1;Fa;3;1;246;TA;0;Sp;1;2009;60000
909;RL;60;9900;Lvl;Gtl;6;1940;1950;None;TA;TA;778;TA;Y;2;0;3;1;TA;7;1;240;TA;0;Sp;7;2009;139500
910;RL;102;15863;Lvl;Gtl;7;1920;1970;None;TA;TA;824;Ex;Y;2;1;5;1;TA;12;2;672;TA;0;Sp;8;2009;197000
911;RL;43;5707;Bnk;Gtl;6;1935;1950;None;TA;TA;583;Gd;Y;1;1;3;1;TA;6;1;180;TA;0;Sp;3;2009;105000
912;RL;65;7804;Lvl;Gtl;4;1928;1950;None;TA;TA;1122;TA;Y;2;0;4;1;Gd;7;2;576;TA;0;Sp;12;2009;135000
913;RL;64;8574;Lvl;Gtl;6;1916;2000;None;Gd;TA;816;Ex;Y;1;0;3;1;Gd;6;2;440;TA;0;Sp;10;2009;147500
914;RL;51;6171;Lvl;Gtl;6;1925;1990;None;TA;TA;976;Ex;Y;2;1;3;1;Gd;7;1;216;TA;0;Sp;10;2009;137450
915;RL;60;7200;Lvl;Gtl;7;1936;2007;None;Gd;Gd;560;Ex;Y;1;0;3;1;Gd;6;2;576;TA;0;Sp;4;2009;155000
916;RL;57;7558;Bnk;Gtl;6;1928;1950;None;TA;TA;896;Gd;Y;1;1;3;1;TA;9;2;342;Fa;0;Sp;3;2009;177000
917;RL;52;6292;Lvl;Gtl;7;1928;1950;None;TA;TA;861;Gd;Y;2;0;3;1;TA;6;1;216;TA;0;Sp;8;2009;145000
918;RL;53;7155;Lvl;Gtl;7;1918;1990;None;TA;Fa;600;Ex;Y;1;0;3;1;TA;6;1;215;TA;0;Sp;5;2009;137000
919;RL;53;10918;Lvl;Gtl;7;1926;2004;None;Gd;TA;1276;Ex;Y;1;1;3;1;Gd;9;1;282;TA;0;Sp;6;2009;234000
920;RL;60;13680;HLS;Mod;5;1940;1950;None;TA;TA;840;Ex;Y;1;1;2;1;TA;6;2;440;TA;0;Sp;2;2009;205000
921;RL;;7500;Bnk;Gtl;6;1942;1950;None;TA;TA;771;Fa;Y;1;0;3;1;Gd;7;1;213;TA;0;Sp;11;2009;177500
922;RL;130;9600;HLS;Gtl;5;1940;1950;None;Gd;Fa;728;Ex;Y;1;1;2;1;TA;7;1;256;TA;0;Sp;6;2009;160000
923;RL;80;14680;HLS;Gtl;5;1960;1960;None;TA;TA;1273;Ex;Y;1;0;2;1;TA;5;1;307;TA;0;Sp;6;2009;155000
924;RL;80;13360;HLS;Gtl;5;1921;2006;None;TA;TA;876;Ex;Y;1;0;2;1;TA;5;2;432;TA;0;Sp;8;2009;163500
925;RL;54;7681;Lvl;Gtl;5;1921;1950;None;TA;TA;731;Ex;Y;1;1;3;1;TA;7;1;186;TA;0;Sp;7;2009;154900
926;RL;;8145;HLS;Gtl;7;1940;1950;None;TA;TA;920;Ex;Y;2;1;5;2;TA;13;2;400;TA;0;Sp;7;2009;205000
927;RL;70;9100;Lvl;Gtl;5;1954;1954;None;TA;TA;1112;Ex;Y;1;0;2;1;TA;6;1;390;TA;0;Sp;10;2009;144800
928;RL;75;12000;Bnk;Gtl;7;1941;1950;None;TA;TA;704;Ex;Y;1;1;3;1;Fa;7;1;234;TA;0;Sp;7;2009;174500
929;RL;90;13339;Lvl;Gtl;6;1960;1960;Stone;TA;TA;1561;TA;Y;2;0;3;1;TA;6;2;463;TA;0;Sp;5;2009;193000
930;RL;78;15600;Bnk;Gtl;5;1949;2005;None;TA;TA;1067;Fa;N;2;0;3;1;Fa;7;1;295;TA;0;Sp;10;2009;158000
931;RL;80;14000;Lvl;Gtl;6;1950;2004;None;TA;TA;1092;Ex;Y;1;0;3;1;Gd;6;1;300;TA;0;Sp;8;2009;158500
932;RL;100;17500;Bnk;Mod;6;1954;1954;Stone;TA;TA;1310;Ex;Y;1;1;3;1;TA;6;2;576;TA;0;Sp;1;2009;224000
933;RM;24;1733;Lvl;Gtl;6;1980;1980;None;TA;TA;516;TA;Y;1;0;2;1;TA;5;2;452;TA;0;Sp;5;2009;115000
934;RM;24;1488;Lvl;Gtl;6;1980;1992;None;TA;TA;561;TA;Y;1;1;2;1;Gd;5;2;462;TA;0;Sp;10;2009;137000
935;RM;24;1612;Lvl;Gtl;6;1980;1980;None;TA;TA;561;TA;Y;1;1;2;1;TA;5;2;462;TA;0;Sp;7;2009;121000
936;RM;24;1300;Lvl;Gtl;6;1980;1980;None;TA;TA;561;TA;Y;1;1;2;1;TA;5;2;462;TA;0;Sp;5;2009;124000
937;RL;;13607;Lvl;Gtl;6;1986;1986;BrkFace;TA;TA;572;Gd;Y;2;1;3;1;TA;6;2;501;TA;0;Sp;4;2009;208000
938;RL;;17597;Bnk;Gtl;7;1971;2009;None;Gd;TA;1803;TA;Y;2;0;3;1;Ex;7;2;551;TA;0;Sp;7;2009;315000
939;RL;;21695;Lvl;Gtl;6;1988;2007;BrkFace;Gd;TA;880;Ex;Y;2;0;3;1;Gd;5;2;540;TA;0;Sp;12;2009;222000
940;RM;59;10690;Lvl;Gtl;5;1920;1997;None;TA;Fa;672;Gd;Y;1;0;3;1;TA;6;1;468;Fa;0;Sp;7;2009;147000
941;RM;50;8660;Bnk;Gtl;5;1900;1993;None;TA;TA;760;Ex;N;2;0;5;1;Gd;11;2;576;TA;0;Sp;12;2009;123000
942;RM;60;6402;Lvl;Gtl;5;1920;1950;None;TA;TA;596;TA;N;1;0;3;1;TA;6;1;189;Fa;0;Sp;7;2009;78000
943;C;105;8470;Lvl;Gtl;3;1915;1982;None;Fa;Fa;1013;TA;N;1;0;2;1;Fa;6;0;0;Sg;0;Sp;10;2009;85000
944;C;60;10200;Lvl;Gtl;4;1925;1950;None;TA;TA;572;Fa;N;1;0;2;1;TA;4;1;200;TA;0;Sp;5;2009;75000
945;RM;44;3843;HLS;Mod;8;2007;2008;Stone;Ex;TA;1596;Ex;Y;2;0;2;1;Ex;5;2;482;TA;0;Sp;6;2009;230000
946;I;109;21780;Lvl;Gtl;2;1910;1950;None;Fa;Ss;0;TA;N;1;0;1;1;TA;4;1;280;TA;0;Sp;3;2009;57625
947;RL;75;10125;Lvl;Gtl;8;2000;2001;None;Gd;TA;1107;Ex;Y;2;1;3;1;Gd;7;3;642;TA;0;Sp;5;2009;251000
948;RL;48;12822;Lvl;Gtl;7;2003;2003;None;Gd;TA;1434;Ex;Y;1;1;1;1;Gd;6;2;670;TA;0;Sp;8;2009;239686
949;RL;43;12118;Lvl;Gtl;7;2004;2005;Stone;Gd;TA;1710;Ex;Y;2;0;3;1;Gd;7;2;550;TA;0;Sp;4;2009;240000
950;RL;71;12209;Lvl;Gtl;6;2001;2002;None;TA;TA;804;Ex;Y;2;1;3;1;Gd;7;2;560;TA;0;Sp;6;2009;215000
951;RL;75;9750;Lvl;Gtl;6;1977;1977;None;TA;TA;902;Ex;Y;1;0;2;1;TA;5;1;351;TA;0;Sp;4;2009;156450
952;RL;72;9360;Bnk;Gtl;6;1977;1977;None;TA;TA;957;TA;Y;1;1;2;1;TA;5;2;541;TA;0;Sp;11;2009;173000
953;RL;75;10125;Lvl;Gtl;5;1977;1977;None;TA;Ss;0;TA;Y;2;0;4;2;Gd;8;2;539;TA;0;Sp;8;2009;126000
954;RL;;9947;Lvl;Gtl;7;1990;1991;None;TA;TA;1188;Ex;Y;2;0;3;1;Gd;6;2;497;TA;0;Sp;6;2009;173000
955;RL;82;11070;Lvl;Gtl;5;1991;1991;None;TA;TA;1582;TA;Y;2;0;2;1;TA;5;2;672;TA;0;Sp;4;2009;152000
956;RL;;14375;Lvl;Gtl;6;1958;1958;BrkFace;TA;TA;819;Gd;Y;1;0;3;1;Gd;7;2;525;TA;0;Sp;1;2009;137500
957;RL;150;215245;Low;Sev;7;1965;1965;None;TA;TA;2136;TA;Y;2;0;3;1;TA;8;2;513;TA;0;Sp;6;2009;375000
958;RL;89;12898;HLS;Gtl;9;2007;2008;Stone;Gd;TA;1620;Ex;Y;2;0;2;1;Ex;6;3;912;TA;0;Sp;9;2009;315500
959;RL;83;13159;HLS;Gtl;7;2009;2009;None;TA;TA;846;Gd;Y;2;1;3;1;Gd;6;2;650;TA;0;Sp;7;2009;224500
960;RL;113;13438;HLS;Gtl;9;2008;2008;Stone;Ex;TA;2190;Ex;Y;2;0;3;1;Ex;9;3;780;TA;0;Sp;7;2009;410000
961;RL;79;14463;HLS;Gtl;9;2008;2008;BrkFace;Ex;TA;1641;Ex;Y;2;0;3;1;Ex;7;3;885;TA;0;Sp;1;2009;316500
962;RL;73;8925;HLS;Gtl;8;2007;2007;None;Gd;TA;1466;Ex;Y;2;0;3;1;Gd;7;3;610;TA;0;Sp;7;2009;201000
963;RL;130;11457;Lvl;Gtl;6;1988;1988;None;TA;TA;1392;TA;Y;2;0;3;1;Gd;6;2;576;TA;0;Sp;3;2009;175000
964;RL;;9839;Lvl;Gtl;6;1980;2006;None;TA;TA;712;Ex;Y;2;1;3;1;Gd;7;2;440;TA;0;Sp;2;2009;204000
965;RL;125;14419;Lvl;Gtl;7;1987;1989;BrkFace;TA;TA;1645;Ex;Y;2;1;3;1;Gd;7;2;578;TA;0;Sp;7;2009;213500
966;RL;;6853;Lvl;Gtl;8;2001;2002;BrkFace;Gd;TA;1267;Ex;Y;2;0;2;1;Gd;6;2;471;TA;0;Sp;6;2009;220000
967;RL;75;9157;Lvl;Gtl;7;2003;2003;None;Gd;TA;912;Ex;Y;2;1;3;1;Gd;9;2;486;TA;0;Sp;2;2009;170000
968;RL;85;14601;Lvl;Gtl;9;2006;2006;BrkFace;Ex;TA;1838;Ex;Y;2;0;2;1;Ex;8;3;765;TA;0;Sp;3;2009;315000
969;RL;85;12633;HLS;Gtl;9;2007;2007;Stone;Ex;TA;1978;Ex;Y;2;0;2;1;Ex;7;3;920;TA;0;Sp;5;2009;425000
970;RL;75;12518;Lvl;Gtl;5;1968;1968;BrkFace;TA;TA;1008;Gd;Y;1;0;3;1;Gd;6;1;384;TA;0;Sp;4;2009;139500
971;RL;100;21750;Lvl;Gtl;5;1960;2006;BrkFace;TA;Ss;0;TA;Y;1;0;3;1;TA;9;2;336;TA;0;Sp;11;2009;115000
972;RM;32;4500;Lvl;Gtl;6;1998;1998;BrkFace;TA;TA;1204;Ex;Y;2;0;2;1;TA;5;2;412;TA;0;Sp;6;2009;162000
973;RM;;4500;Lvl;Gtl;6;1999;1999;BrkFace;TA;TA;1224;Ex;Y;2;0;2;1;TA;5;2;402;TA;0;Sp;6;2009;165000
974;RM;21;1596;Lvl;Gtl;4;1973;1973;None;TA;TA;462;TA;Y;1;0;2;1;TA;5;1;297;TA;0;Sp;11;2009;91000
975;RL;62;9858;Lvl;Gtl;5;1968;1968;None;TA;TA;864;TA;Y;1;0;3;1;TA;5;1;288;TA;0;Sp;11;2009;130000
976;RM;21;1526;Lvl;Gtl;4;1970;2002;None;TA;TA;630;TA;Y;1;0;1;1;Gd;3;1;286;TA;0;Sp;5;2009;86000
977;RL;83;13383;Lvl;Mod;5;1969;2000;BrkFace;TA;TA;1188;Ex;Y;2;0;3;1;TA;7;2;504;TA;0;Sp;3;2009;160000
978;RM;21;1477;Lvl;Gtl;4;1970;1970;None;TA;TA;630;TA;Y;1;0;1;1;TA;3;1;286;TA;0;Sp;4;2009;80000
979;RM;21;1533;Lvl;Gtl;4;1970;2008;None;TA;TA;546;TA;Y;1;1;3;1;TA;6;0;0;Sg;0;Sp;5;2009;97000
980;RM;21;2217;Lvl;Gtl;4;1970;1970;None;TA;TA;546;TA;Y;1;1;3;1;TA;6;1;286;TA;0;Sp;8;2009;88000
981;RL;50;7689;Lvl;Gtl;5;1972;1972;None;TA;TA;796;Gd;Y;1;0;2;1;TA;4;1;336;TA;0;Sp;7;2009;131900
982;RL;62;7706;Lvl;Gtl;6;1993;1996;None;TA;TA;384;Ex;Y;1;0;2;1;TA;5;1;429;TA;0;Sp;8;2009;131250
983;RL;;9101;Lvl;Gtl;5;1978;1978;BrkFace;TA;TA;1097;Ex;Y;1;0;1;1;Gd;4;2;602;TA;0;Sp;7;2009;165500
984;RL;;8780;Lvl;Gtl;5;1985;1985;None;TA;TA;833;Ex;Y;1;0;3;1;TA;5;0;0;Sg;0;Sp;3;2009;112000
985;RL;70;7669;Lvl;Gtl;5;1992;1993;None;TA;TA;828;TA;Y;1;0;2;1;TA;5;2;698;TA;0;Sp;6;2009;149000
986;RL;85;14115;Lvl;Gtl;5;1993;1995;None;TA;TA;796;Ex;Y;1;1;1;1;TA;5;2;480;TA;0;Sp;10;2009;143000
987;RL;62;10429;Lvl;Gtl;5;1992;1992;None;TA;TA;624;TA;Y;1;1;3;1;TA;6;2;440;TA;0;Sp;7;2009;130000
988;RL;;9819;Lvl;Mod;6;1977;1977;None;TA;TA;1567;TA;Y;2;0;2;1;Gd;5;2;714;TA;0;Sp;5;2009;196000
989;RL;70;10457;Lvl;Mod;5;1969;1969;BrkFace;Gd;TA;784;Ex;Y;1;1;4;1;TA;7;2;898;TA;0;Sp;4;2009;173000
990;RL;87;11029;Lvl;Gtl;6;1958;2002;None;Ex;TA;1184;Ex;Y;1;0;3;1;TA;6;2;601;TA;0;Sp;5;2008;176500
991;RL;;12925;Lvl;Gtl;6;1970;1970;None;TA;TA;1205;Ex;Y;2;1;4;1;TA;7;2;550;TA;0;Sp;5;2008;237500
992;RL;85;11075;Lvl;Gtl;6;1969;1969;None;TA;TA;952;TA;Y;2;1;4;1;TA;9;2;576;TA;0;Sp;6;2008;206900
993;RL;72;8702;Lvl;Gtl;6;1997;1998;None;TA;TA;926;Ex;Y;2;1;3;1;TA;7;2;470;TA;0;Sp;4;2008;187500
994;RL;65;8139;Lvl;Gtl;6;1995;1996;BrkFace;TA;TA;680;Gd;Y;2;1;3;1;TA;7;2;420;TA;0;Sp;10;2008;165000
995;RL;59;9535;Lvl;Gtl;6;1998;1998;None;TA;TA;926;Ex;Y;2;1;3;1;TA;7;2;472;TA;0;Sp;5;2008;195500
996;RL;59;9042;Lvl;Gtl;6;1998;1998;None;TA;TA;943;Gd;Y;2;1;3;1;TA;7;2;472;TA;0;Sp;7;2008;192000
997;RL;;15038;Lvl;Gtl;6;1996;1996;None;TA;TA;916;Gd;Y;2;1;3;1;TA;7;2;386;TA;0;Sp;11;2008;173000
998;RL;53;14137;Lvl;Gtl;5;1996;1997;None;Gd;TA;1348;Gd;Y;2;0;3;1;Gd;7;2;404;TA;0;Sp;11;2008;177900
999;RL;57;21872;HLS;Gtl;7;1996;1997;None;TA;TA;729;Ex;Y;2;1;3;1;TA;6;2;406;TA;0;Sp;8;2008;175000
